ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0006090,pyruvate metabolic process,21/3139,73/18773,0.287671233,1.720437099,2.763456118,0.007036953,0.121298987,0.108955173,pfkpa/hk2/ldhba/pfkma/eno2/gapdh/dlat/hk1/mpc1/adpgk/tigarb/tpi1a/pdhb/prkag3b/pfkmb/pdk2a/gpia/pkmb/gapdhs/bpgm/dldh,21
BP,GO:0061061,muscle structure development,93/3139,437/18773,0.212814645,1.272752258,2.585072032,0.007037555,0.121298987,0.108955173,myof/col6a2/fhod3a/arhgef28a/atoh8/ttn.1/pdlim1/ptch2/chchd10/marcksb/cxcr4a/ppp2r3a/rbpms2b/mybphb/hsp90aa1.1/orai1b/stac3/fktn/gli1/zgc:112052/rbx1/gli2a/gfpt1/tmod1/ctcf/ctsd/dpm1/smyd3/smo/icam3/flncb/mybpc2b/erbb2/wasla/pygma/six1b/tnnt1/lmna/myot/foxo1a/myl1/myom2a/tcap/tnnt3b/dpm2/rnf2/pdlim3b/pomk/dag1/ddx39ab/scube1/taf3/atf3/tbx16/mrtfab/smyd1b/thrab/bmp2b/rbfox2/mkxa/igfn1.3/rttn/lurap1/cemip2/ilk/lgals2a/csrp1a/dok7b/mbnl2/pomgnt2/mylpfa/hs6st2/plecb/tpm4a/mylk5/gpc4/pgm5/akirin1/actn3b/col6a1/tfpi2/synpo2la/tango2/fer1l6/pdlim5a/spry4/igf2b/nfixa/ttn.2/nup210/apobec2a/ngly1/adss1,93
MF,GO:0003712,transcription coregulator activity,67/3098,299/18430,0.224080268,1.333053367,2.609941243,0.007062483,0.139100211,0.126542889,hdac1/ncoa2/kctd15a/si:dkey-93h22.8/tob1b/supt20/cry1a/crebbpa/pprc1/med18/kdm7ab/med9/lpin1a/med6/tada3l/eny2/crebbpb/prkcbb/si:ch211-194k22.8/thrap3b/cbfa2t2/cbfa2t3/smarcb1a/med13a/ep300b/pias2/yap1/rereb/med10/med19a/id3/med4/mideasb/med20/tle3b/id4/bcl10/tbl1xr1a/crtc3/ncoa1/lpin2/ctbp2a/mrtfab/atxn7l3b/taf5l/arid5b/lmo2/smarcd1/cnot9/hipk2/zmp:0000001236/tle2b/net1/mycbp/bcor/med27/med8/akirin1/cited4a/ewsr1b/mysm1/nab2/rad54l2/ncor2/runx1t1/med7/kctd1,67
CC,GO:1904949,ATPase complex,26/3237,96/19331,0.270833333,1.617386212,2.71957929,0.007147776,0.065709377,0.057419805,tcirg1a/phf10/hdac1/cfdp1/ruvbl2/anp32e/ccdc115/smarcb1a/smarce1/actr5/rbbp4/ino80c/srcap/pbrm1/bicral/ino80/smarcd1/atp6v1h/atp6v0cb/ruvbl1/actl6a/si:ch211-168d23.3/atp6v0e1/gatad2b/ep400/pole3,26
BP,GO:0019364,pyridine nucleotide catabolic process,16/3139,51/18773,0.31372549,1.876256332,2.807734341,0.007237126,0.1233528,0.110799983,pfkpa/hk2/pfkma/eno2/nudt17/gapdh/hk1/adpgk/tigarb/tpi1a/prkag3b/pfkmb/gpia/pkmb/gapdhs/bpgm,16
BP,GO:0072526,pyridine-containing compound catabolic process,16/3139,51/18773,0.31372549,1.876256332,2.807734341,0.007237126,0.1233528,0.110799983,pfkpa/hk2/pfkma/eno2/nudt17/gapdh/hk1/adpgk/tigarb/tpi1a/prkag3b/pfkmb/gpia/pkmb/gapdhs/bpgm,16
CC,GO:0005684,U2-type spliceosomal complex,16/3237,51/19331,0.31372549,1.873533349,2.801343346,0.007342254,0.066333466,0.057965162,lsm7/yju2/tfip11/sf3b2/snrpe/snrpd3l/snrpc/prpf31/prpf39/eif4a3/snrpb/sf3b3/eftud2/cwc25/syf2/ccdc12,16
BP,GO:0016055,Wnt signaling pathway,65/3139,291/18773,0.223367698,1.335865494,2.587338653,0.007537286,0.123831958,0.11123038,fam53b/tet2/hdac1/lrp5/kctd15a/dact3a/adgra2/nipblb/znf703/rhoab/sfrp2/cdkn2aip/csnk1e/jun/ppp2r3a/rspo3/lepr/cdk5rap3/tollip/tmem198aa/nkd2b/nkd2a/nphp4/med10/wnt9a/nlk1/rock2a/vax2/tle3b/tcf7l1b/id4/mesd/tsc2/wnt6b/nkd1/lgr4/gsk3aa/fzd8a/grb10b/zranb1b/otud5b/lzts2a/cemip2/fzd10/csrp1a/tle2b/net1/tcf7/sulf2a/ror1/ror2/csnk2b/btk/amotl2a/fzd5/dmxl2/reck/rnf146/tcf7l2/fzd7a/rspo4/notum1a/nxn/daam2/tnksa,65
BP,GO:0032869,cellular response to insulin stimulus,15/3139,47/18773,0.319148936,1.908691615,2.794852011,0.00771061,0.123831958,0.11123038,slc39a14/tns2a/lpin1a/rab13/pik3r3b/irs2b/tsc2/lpin2/gsk3aa/grb10b/pik3r1/socs7/insig1/rps6kb1b/igf2b,15
BP,GO:0001503,ossification,29/3139,111/18773,0.261261261,1.562490493,2.663259349,0.007862136,0.123831958,0.11123038,mgp/lrp5/hdac4/ptch2/nog2/cfdp1/ahsg2/mst1rb/rflnb/mapk7/col1a1a/foxl1/phospho1/ihha/wnt9a/bmp1a/rflna/riox1/lgr4/enpp1/bmp2b/nr3c1/col27a1b/atp6v1h/gpc4/runx2b/clec3ba/rest/atf4a,29
