ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0042060,wound healing,9/797,125/21022,0.072,1.899101631,2.001397728,0.048408303,0.570799425,0.55050406,f10/myof/prozb/dysf/macf1a/f7/zgc:162255/pleca/fgb,9
BP,GO:0002455,humoral immune response mediated by circulating immunoglobulin,3/797,22/21022,0.136363636,3.596783392,2.419073142,0.048913171,0.570799425,0.55050406,c8b/c7b/c9,3
BP,GO:0006958,complement activation classical pathway,3/797,22/21022,0.136363636,3.596783392,2.419073142,0.048913171,0.570799425,0.55050406,c8b/c7b/c9,3
BP,GO:0032868,response to insulin,6/797,70/21022,0.085714286,2.260835275,2.097520479,0.049312891,0.570799425,0.55050406,pdk4/lpin1a/tns2a/socs7/khk/slc39a14,6
BP,GO:0048916,posterior lateral line development,7/797,88/21022,0.079545455,2.098123645,2.049170292,0.049541129,0.570799425,0.55050406,ctnnd1/rtn4a/itchb/stat3/yap1/ext2/mib1,7
BP,GO:0071692,protein localization to extracellular region,5/797,53/21022,0.094339623,2.488340712,2.153589961,0.049775638,0.570799425,0.55050406,porcnl/tango2/hnf1ba/mia2/park7,5
BP,GO:0090150,establishment of protein localization to membrane,11/797,165/21022,0.066666667,1.758427436,1.941519105,0.049913168,0.570799425,0.55050406,c2cd5/scrib/stx1b/zdhhc14/cox18/golga7/arfrp1/mffa/arl6ip1/phaf1/srp72,11
BP,GO:0170039,proteinogenic amino acid metabolic process,11/797,165/21022,0.066666667,1.758427436,1.941519105,0.049913168,0.570799425,0.55050406,hal/fah/gcshb/aspg/agxtb/apip/mtrr/haao/tat/hpda/ass1,11
CC,GO:0005777,peroxisome,15/806,110/21740,0.136363636,3.678096097,5.525294509,1.34E-05,0.002616363,0.002500495,uox/lonp2/eci2/acbd5a/pex11g/acox3/pex14/xdh/agxtb/mffa/nudt12/abcd3a/acaa1/hmgcra/hsd17b4,15
CC,GO:0042579,microbody,15/806,110/21740,0.136363636,3.678096097,5.525294509,1.34E-05,0.002616363,0.002500495,uox/lonp2/eci2/acbd5a/pex11g/acox3/pex14/xdh/agxtb/mffa/nudt12/abcd3a/acaa1/hmgcra/hsd17b4,15
CC,GO:0070971,endoplasmic reticulum exit site,6/806,21/21740,0.285714286,7.706487061,6.033176323,8.58E-05,0.011061862,0.010571977,sec24c/sec16b/sec31a/sec23a/mia2/sec24a,6
CC,GO:0012507,ER to Golgi transport vesicle membrane,7/806,31/21740,0.225806452,6.090610742,5.565344074,0.000113165,0.011061862,0.010571977,sec24c/sec16b/sec31a/sec23a/slc30a5/sec24a/scap,7
CC,GO:0030662,coated vesicle membrane,11/806,96/21740,0.114583333,3.090622415,4.028131582,0.000851088,0.048400123,0.04625668,sec24c/sec16b/aftpha/sec31a/sec23a/clta/slc30a5/sec24a/ap2a1/dbnlb/scap,11
CC,GO:0099738,cell cortex region,5/806,21/21740,0.238095238,6.422072551,4.877713092,0.00085793,0.048400123,0.04625668,rims1a/clta/clasp1a/clasp2/phldb2b,5
CC,GO:0030658,transport vesicle membrane,15/806,159/21740,0.094339623,2.544594784,3.835646156,0.000866498,0.048400123,0.04625668,sec24c/sec16b/aftpha/sec31a/atp6v1g1/sec23a/clta/slc30a5/sec24a/snapin/sybl1/phaf1/dtnbp1a/sypl2a/scap,15
CC,GO:0032806,carboxy-terminal domain protein kinase complex,4/806,16/21740,0.25,6.743176179,4.509240775,0.002388925,0.116758687,0.111587923,ccnk/ccnt2a/cdk12/gtf2h2,4
CC,GO:0030127,COPII vesicle coat,4/806,18/21740,0.222222222,5.993934381,4.159013898,0.003786602,0.157192484,0.150231072,sec24c/sec31a/sec23a/sec24a,4
CC,GO:0030135,coated vesicle,14/806,168/21740,0.083333333,2.247725393,3.185588251,0.004020268,0.157192484,0.150231072,sec24c/sec16b/aftpha/hip1/sec31a/picalma/sec23a/clta/slc30a5/sec24a/ap2a1/dbnlb/gak/scap,14
CC,GO:0046930,pore complex,4/806,19/21740,0.210526316,5.67846415,4.003145643,0.004657331,0.161200378,0.154061473,zgc:56235/c8b/c7b/c9,4
CC,GO:0030134,COPII-coated ER to Golgi transport vesicle,7/806,57/21740,0.122807018,3.312437421,3.430116921,0.004947326,0.161200378,0.154061473,sec24c/sec16b/sec31a/sec23a/slc30a5/sec24a/scap,7
CC,GO:0032045,guanyl-nucleotide exchange factor complex,4/806,20/21740,0.2,5.394540943,3.857978426,0.005653143,0.170029152,0.162499256,lamtor4/lamtor2/ric1/lamtor3,4
CC,GO:0019867,outer membrane,12/806,148/21740,0.081081081,2.186976058,2.843070134,0.009155591,0.238655742,0.228086656,msto1/pgrmc1/zgc:172295/pi4kb/lpin1a/zgc:56235/mffa/tafazzin/baxa/syne1b/mtx3/bnip3lb,12
CC,GO:0031968,organelle outer membrane,12/806,148/21740,0.081081081,2.186976058,2.843070134,0.009155591,0.238655742,0.228086656,msto1/pgrmc1/zgc:172295/pi4kb/lpin1a/zgc:56235/mffa/tafazzin/baxa/syne1b/mtx3/bnip3lb,12
CC,GO:0044545,NSL complex,3/806,13/21740,0.230769231,6.224470319,3.697219649,0.010991703,0.242297443,0.231567081,kansl1l/kansl1a/kansl3,3
CC,GO:0005643,nuclear pore,6/806,51/21740,0.117647059,3.173259378,3.048864183,0.011103539,0.242297443,0.231567081,nup98/nup58/ranbp3b/nup54/ndc1/xpo4,6
CC,GO:0005802,trans-Golgi network,11/806,135/21740,0.081481481,2.19777594,2.739217554,0.011865619,0.242297443,0.231567081,scamp3/vamp4/ccdc186/gga1/aftpha/arfip1/slc30a5/clasp2/arl5a/phaf1/furina,11
CC,GO:0032588,trans-Golgi network membrane,4/806,25/21740,0.16,4.315632754,3.25475049,0.012751834,0.242297443,0.231567081,scamp3/aftpha/arfip1/slc30a5,4
CC,GO:0030027,lamellipodium,8/806,85/21740,0.094117647,2.538607503,2.788813081,0.013483593,0.242297443,0.231567081,fermt2/cdc42bpab/dbn1/si:zfos-588f8.1/scrib/abi1a/cdc42bpb/dbnlb,8
CC,GO:0005579,membrane attack complex,3/806,14/21740,0.214285714,5.779865296,3.510354528,0.01360928,0.242297443,0.231567081,c8b/c7b/c9,3
CC,GO:0005741,mitochondrial outer membrane,11/806,138/21740,0.079710145,2.149998202,2.659199472,0.013821069,0.242297443,0.231567081,msto1/pgrmc1/zgc:172295/pi4kb/lpin1a/zgc:56235/mffa/tafazzin/baxa/mtx3/bnip3lb,11
CC,GO:0000407,phagophore assembly site,4/806,26/21740,0.153846154,4.149646879,3.153115035,0.014637793,0.242297443,0.231567081,atg13/atg16l1/snx30/atg7,4
CC,GO:0030120,vesicle coat,7/806,70/21740,0.1,2.697270471,2.790819907,0.014872477,0.242297443,0.231567081,sec24c/aftpha/sec31a/sec23a/clta/sec24a/ap2a1,7
CC,GO:1902562,H4 histone acetyltransferase complex,5/806,42/21740,0.119047619,3.211036276,2.814309476,0.018936636,0.287684106,0.274943755,meaf6/kansl1l/kansl1a/kansl3/mrgbp,5
CC,GO:0031252,cell leading edge,13/806,183/21740,0.071038251,1.916093778,2.441926059,0.019129889,0.287684106,0.274943755,fermt2/cdc42bpab/dbn1/si:zfos-588f8.1/scrib/abi1a/tln2a/cdc42bpb/baiap2a/pacsin2/cobl/clasp2/dbnlb,13
CC,GO:0005938,cell cortex,14/806,205/21740,0.068292683,1.842038371,2.376826971,0.02095688,0.292568753,0.279612081,exoc7/fermt2/dbn1/fryl/macf1a/hip1/rims1a/clta/clasp1a/gys2/pard3ab/clasp2/dbnlb/phldb2b,14
CC,GO:0001726,ruffle,7/806,75/21740,0.093333333,2.51745244,2.583018791,0.02104642,0.292568753,0.279612081,si:zfos-588f8.1/tln2a/baiap2a/pacsin2/cobl/clasp2/dbnlb,7
CC,GO:0000118,histone deacetylase complex,6/806,59/21740,0.101694915,2.74298692,2.630520383,0.021699473,0.292568753,0.279612081,actr6/chd4a/tbl1xr1a/chd3/setd5/hdac6,6
CC,GO:0030133,transport vesicle,17/806,276/21740,0.061594203,1.661362247,2.169700572,0.028925669,0.37699788,0.360302187,sec24c/sec16b/aftpha/sec31a/picalma/atp6v1g1/sec23a/clta/slc30a5/rab3ip/sec24a/snapin/sybl1/phaf1/dtnbp1a/sypl2a/scap,17
CC,GO:0016471,vacuolar proton-transporting V-type ATPase complex,3/806,19/21740,0.157894737,4.258848113,2.788445781,0.031593875,0.398490488,0.380842976,atp6v1g1/atp6v0a2b/atp6v1h,3
CC,GO:1904949,ATPase complex,9/806,119/21740,0.075630252,2.039952457,2.232082642,0.033016544,0.403420899,0.385555039,baz1a/cecr2/actr6/arid1ab/chd4a/atp6v1g1/chd3/atp6v0a2b/atp6v1h,9
CC,GO:0044232,organelle membrane contact site,3/806,20/21740,0.15,4.045905707,2.674008197,0.036171651,0.428579261,0.40959924,pik3r4/mospd2/gramd1a,3
CC,GO:0072686,mitotic spindle,5/806,51/21740,0.098039216,2.644382815,2.306903593,0.039953094,0.459460577,0.439112949,katna1/clasp1a/cdc14b/clasp2/rmdn3,5
CC,GO:0000123,histone acetyltransferase complex,7/806,87/21740,0.08045977,2.170217621,2.145993558,0.042614909,0.464003782,0.443454954,meaf6/kansl1l/kansl1a/kansl3/crebbpa/atxn7l3a/mrgbp,7
CC,GO:0098791,Golgi apparatus subcompartment,14/806,226/21740,0.061946903,1.670875513,1.989283912,0.042721576,0.464003782,0.443454954,scamp3/vamp4/ccdc186/gga1/aftpha/golga2/golga7/arfip1/slc30a5/galnt1/clasp2/arl5a/phaf1/furina,14
MF,GO:0016706,2-oxoglutarate-dependent dioxygenase activity,11/781,82/20660,0.134146341,3.548608726,4.583438499,0.000254583,0.07721221,0.076119527,kdm6a/kdm5bb/asph/tet3/kdm6ba/phyh/ogfod2/kdm5c/egln3/phyhd1/riox2,11
MF,GO:0004683,calcium/calmodulin-dependent protein kinase activity,7/781,36/20660,0.194444444,5.143690425,4.932135508,0.000343686,0.07721221,0.076119527,camk2g1/eef2k/mknk2b/mapkapk2a/camk2d1/camk2g2/mapkapk5,7
MF,GO:0051213,dioxygenase activity,14/781,128/20660,0.109375,2.893325864,4.258901763,0.000349904,0.07721221,0.076119527,kdm6a/kdm5bb/asph/tet3/kdm6ba/phyh/ogfod2/kdm5c/haao/hpda/egln3/ethe1/phyhd1/riox2,14
MF,GO:0052745,inositol phosphate phosphatase activity,6/781,30/20660,0.2,5.290653009,4.661410018,0.000781053,0.129264211,0.127434903,synj1/impa1/zfand1/inpp5l/ocrl/minpp1b,6
MF,GO:0016835,carbon-oxygen lyase activity,10/781,83/20660,0.120481928,3.187140367,3.957378332,0.001131904,0.149864099,0.147743268,cfh/hacd3/apip/enosf1/etnppl/neil1/eno1a/park7/pcbd1/hsd17b4,10
MF,GO:0035091,phosphatidylinositol binding,17/781,201/20660,0.084577114,2.237340825,3.49404157,0.001691318,0.186608791,0.183967961,exoc7/snx17/pcf11/rubcn/gga1/washc2c/snx1a/hip1/picalma/plekha5/pxdc1b/snx25/pard3ab/tom1/snx30/si:rp71-46j2.7/nisch,17
MF,GO:0140993,histone modifying activity,15/781,171/20660,0.087719298,2.320461846,3.436738032,0.002169585,0.205180771,0.202277115,kmt2bb/meaf6/kdm6a/ehmt1b/kdm5bb/setd1a/crebbpa/kdm6ba/ezh1/hdac5/hdac6/kdm5c/carm1/kat14/riox2,15
MF,GO:0016829,lyase activity,19/781,245/20660,0.07755102,2.051477697,3.281642846,0.002539147,0.206713421,0.203788076,cfh/npl/hal/hacd3/tkfc/hoga1/apip/enosf1/etnppl/neil1/hpda/npr1b/pam/npr2/eno1a/park7/adcy6a/pcbd1/hsd17b4,19
MF,GO:0030276,clathrin binding,6/781,38/20660,0.157894737,4.176831323,3.885111266,0.002810303,0.206713421,0.203788076,aftpha/hip1/picalma/clta/tom1/gak,6
MF,GO:0050660,flavin adenine dinucleotide binding,10/781,98/20660,0.102040816,2.69931276,3.342231875,0.003935053,0.231144216,0.227873134,aox6/zgc:85777/acox3/mical3a/ero1a/coq6/acadm/xdh/mtrr/porb,10
MF,GO:0016836,hydro-lyase activity,8/781,69/20660,0.115942029,3.067045223,3.408934857,0.004395656,0.231144216,0.227873134,cfh/hacd3/apip/enosf1/eno1a/park7/pcbd1/hsd17b4,8
MF,GO:0032182,ubiquitin-like protein binding,9/781,84/20660,0.107142857,2.834278398,3.338930019,0.00441252,0.231144216,0.227873134,otub1a/tab2/pcf11/gga1/tab3/dcun1d5/ubr5/tom1/dcun1d2a,9
MF,GO:0141052,histone H3 demethylase activity,5/781,30/20660,0.166666667,4.408877507,3.70343995,0.004950346,0.231144216,0.227873134,kdm6a/kdm5bb/kdm6ba/kdm5c/riox2,5
MF,GO:0009931,calcium-dependent protein serine/threonine kinase activity,3/781,10/20660,0.3,7.935979513,4.34841186,0.005290985,0.231144216,0.227873134,mknk2b/mapkapk2a/mapkapk5,3
MF,GO:0032452,histone demethylase activity,5/781,31/20660,0.161290323,4.266655652,3.607680039,0.005721974,0.231144216,0.227873134,kdm6a/kdm5bb/kdm6ba/kdm5c/riox2,5
MF,GO:0140457,protein demethylase activity,5/781,31/20660,0.161290323,4.266655652,3.607680039,0.005721974,0.231144216,0.227873134,kdm6a/kdm5bb/kdm6ba/kdm5c/riox2,5
MF,GO:0071949,FAD binding,6/781,44/20660,0.136363636,3.607263415,3.431562744,0.005935728,0.231144216,0.227873134,aox6/acox3/mical3a/ero1a/coq6/xdh,6
MF,GO:0106310,protein serine kinase activity,7/781,59/20660,0.118644068,3.138522971,3.260458467,0.006639884,0.244200191,0.240744345,cdkl1/stk3/csnk1g1/camk2d1/tlk2/tlk1b/mapk14b,7
MF,GO:0016671,oxidoreductase activity acting on a sulfur group of donors disulfide as acceptor,3/781,14/20660,0.214285714,5.668556795,3.463471361,0.014338906,0.499597679,0.492527526,msrb2/ero1a/dnajc10,3
