ONTOLOGY,ID,Description,pvalue_ASG_liver_AF,pvalue_ASG_liver_AR,pvalue_ASG_liver_FR,pvalue_DEG_liver_AF,pvalue_DEG_liver_AR,pvalue_DEG_liver_FR
MF,GO:0016881,acid-amino acid ligase activity,NA,NA,NA,NA,NA,0.039554127
BP,GO:0009142,nucleoside triphosphate biosynthetic process,NA,NA,NA,NA,NA,0.040064421
BP,GO:0070372,regulation of ERK1 and ERK2 cascade,NA,NA,NA,NA,NA,0.040064421
CC,GO:0016363,nuclear matrix,NA,NA,NA,NA,NA,0.040237948
BP,GO:0010092,specification of animal organ identity,NA,NA,NA,NA,NA,0.041348279
BP,GO:0042542,response to hydrogen peroxide,NA,NA,NA,NA,NA,0.041348279
BP,GO:0055012,ventricular cardiac muscle cell differentiation,NA,NA,NA,NA,NA,0.041348279
BP,GO:0061158,3'-UTR-mediated mRNA destabilization,NA,NA,NA,NA,NA,0.041348279
BP,GO:0071715,icosanoid transport,NA,NA,NA,NA,NA,0.041348279
BP,GO:1903225,negative regulation of endodermal cell differentiation,NA,NA,NA,NA,NA,0.041348279
MF,GO:0001054,RNA polymerase I activity,NA,NA,NA,NA,NA,0.041640026
MF,GO:0005160,transforming growth factor beta receptor binding,NA,NA,NA,NA,NA,0.041640026
BP,GO:0001754,eye photoreceptor cell differentiation,NA,NA,NA,NA,NA,0.042301974
BP,GO:0002790,peptide secretion,NA,NA,NA,NA,NA,0.043701406
BP,GO:0030072,peptide hormone secretion,NA,NA,NA,NA,NA,0.043701406
BP,GO:0034446,substrate adhesion-dependent cell spreading,NA,NA,NA,NA,NA,0.043701406
BP,GO:0045927,positive regulation of growth,NA,NA,NA,NA,NA,0.043701406
BP,GO:0071675,regulation of mononuclear cell migration,NA,NA,NA,NA,NA,0.043701406
MF,GO:0015645,fatty acid ligase activity,NA,NA,NA,NA,NA,0.044121617
MF,GO:0016866,intramolecular transferase activity,NA,NA,NA,NA,NA,0.044121617
MF,GO:0120515,fatty acid-CoA ligase activity,NA,NA,NA,NA,NA,0.044121617
BP,GO:0002685,regulation of leukocyte migration,NA,NA,NA,NA,NA,0.045434235
BP,GO:0031076,embryonic camera-type eye development,NA,NA,NA,NA,NA,0.045434235
BP,GO:0042886,amide transport,NA,NA,NA,NA,NA,0.045434235
MF,GO:0016877,"ligase activity, forming carbon-sulfur bonds",NA,NA,NA,NA,NA,0.046524461
BP,GO:0060341,regulation of cellular localization,NA,NA,NA,NA,NA,0.048104644
BP,GO:0070371,ERK1 and ERK2 cascade,NA,NA,NA,NA,NA,0.048272272
BP,GO:0042742,defense response to bacterium,NA,NA,NA,NA,NA,0.04836514
BP,GO:0042102,positive regulation of T cell proliferation,NA,NA,NA,NA,NA,0.048477435
BP,GO:0032367,intracellular cholesterol transport,NA,NA,NA,NA,NA,0.049449074
BP,GO:0060217,hemangioblast cell differentiation,NA,NA,NA,NA,NA,0.049449074
BP,GO:0001935,endothelial cell proliferation,NA,NA,NA,NA,NA,0.049544952
MF,GO:0004303,estradiol 17-beta-dehydrogenase [NAD(P)+] activity,NA,NA,NA,NA,NA,0.049793883
MF,GO:0008307,structural constituent of muscle,NA,NA,NA,NA,NA,0.049793883
MF,GO:0008429,phosphatidylethanolamine binding,NA,NA,NA,NA,NA,0.049793883
